id,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,target
3638,-3.34,-2.6,-2.06,0.33,0.83,-3.34,-6.89,3.98,0.15,1.45,0.19,-2.82,-1.85,1.92,1.02,2.92,-9.37,-6.89,-2.49,-9.37,-13.33,0.47,-2.82,-0.88,-1.25,2.36,1.02,-1.25,0.33,-0.18,-4.67,-4.67,-2.6,1.13,-0.62,9.68,-2.82,1.42,1.02,0.62,2.31,-1.95,-0.18,-0.62,2.26,2.36,2.31,2.31,-1.26,0.94,0.19,2.36,-6.89,6.09,1.79,-2.82,0.49,0.19,1.92,-0.12,2.26,0.73,2.92,-0.41,5,0.55,1.45,2.26,1.42,5,2.36,1.92,-2.49,5,-2.6,-0.27,-0.41,0.23,-0.18,1.6,0.83,-3.34,9.68,1.42,1.92,1.42,5,0.81,-0.25,2.26,1.01,2.92,-0.27,-0.18,1.77,6.09,1.45,1.45,-2.6,0.33,1
3639,-10.32,2.82,-1.06,0.95,2.75,-10.32,0.28,3.81,-0.91,1.15,-1.27,-0.92,0.3,8.87,4.26,0.5,-7.07,0.28,1.2,-7.07,2.45,-0.28,-0.92,-0.65,0.72,-0.27,4.26,0.72,0.95,-2.3,-6.72,-6.72,2.82,-1.17,-0.34,-4.17,-0.92,-2.8,4.26,0.19,1.92,0.87,-2.3,-0.41,1.55,-0.27,1.92,1.92,1.75,-1.26,-1.27,-0.27,0.28,-1.12,1.27,-0.92,0.77,-1.27,8.87,-0.51,1.55,0.21,0.5,1.6,11.85,2.01,1.15,1.55,-2.8,11.85,-0.27,8.87,1.2,11.85,2.82,-2.03,1.6,-0.21,-2.3,-1.49,2.75,-10.32,-4.17,-2.8,8.87,-2.8,11.85,0.28,0.22,1.55,0.81,0.5,-2.03,-2.3,0.78,-1.12,1.15,1.15,2.82,0.95,16
3640,5.9,2,0.93,0.64,-3.79,5.9,-2.1,-3.15,-1.65,-3.82,-3.38,4.86,0.14,-1.06,-2.05,-0.42,3.32,-2.1,-2.72,3.32,8.57,0.84,4.86,-0.27,-0.87,-1.92,-2.05,-0.87,0.64,1.55,5.3,5.3,2,-1.38,0.66,-14.12,4.86,-4.22,-2.05,0.76,1.51,-0.36,1.55,0.31,-1.06,-1.92,1.51,1.51,0.55,-0.45,-3.38,-1.92,-2.1,-2.88,0.92,4.86,-0.93,-3.38,-1.06,-0.75,-1.06,-1.44,-0.42,-1,-11.16,1.62,-3.82,-1.06,-4.22,-11.16,-1.92,-1.06,-2.72,-11.16,2,2.5,-1,1.64,1.55,0.47,-3.79,5.9,-14.12,-4.22,-1.06,-4.22,-11.16,0.2,-0.91,-1.06,0.33,-0.42,2.5,1.55,1.94,-2.88,-3.82,-3.82,2,0.64,0
3641,-3.24,2.51,-2.97,-2.92,-1.81,-3.24,8.3,-2.24,-0.22,2.82,2.27,1,-0.05,-1.7,0.32,2.81,-9.69,8.3,-1.48,-9.69,5.33,-0.73,1,-0.78,0.65,-0.81,0.32,0.65,-2.92,-0.79,-2.51,-2.51,2.51,0.99,0.31,-3.61,1,-0.17,0.32,-0.86,-0.93,-0.37,-0.79,-1.16,3.47,-0.81,-0.93,-0.93,-0.11,-1.7,2.27,-0.81,8.3,4.91,-0.24,1,0.39,2.27,-1.7,0.09,3.47,-0.67,2.81,1.24,-4.76,1.01,2.82,3.47,-0.17,-4.76,-0.81,-1.7,-1.48,-4.76,2.51,-1,1.24,0.01,-0.79,1.29,-1.81,-3.24,-3.61,-0.17,-1.7,-0.17,-4.76,-1.48,-0.51,3.47,-0.16,2.81,-1,-0.79,1.36,4.91,2.82,2.82,2.51,-2.92,14
3642,-1.91,-0.36,-0.4,7.32,2.24,-1.91,-4.59,3.39,1.24,-1.7,-0.9,2.35,-0.1,-7.48,-0.34,1.55,0.26,-4.59,2.25,0.26,-1.76,2.42,2.35,0.11,0.2,-4.53,-0.34,0.2,7.32,2.11,6.6,6.6,-0.36,-1,0.44,-2.49,2.35,0.37,-0.34,0.24,3.62,-0.47,2.11,-1.07,-2.07,-4.53,3.62,3.62,-1.23,-0.31,-0.9,-4.53,-4.59,-5.04,0.17,2.35,-0.32,-0.9,-7.48,0.32,-2.07,1.23,1.55,-0.13,-2.59,1.45,-1.7,-2.07,0.37,-2.59,-4.53,-7.48,2.25,-2.59,-0.36,-3.48,-0.13,-1.68,2.11,-0.56,2.24,-1.91,-2.49,0.37,-7.48,0.37,-2.59,-0.02,0.32,-2.07,1.19,1.55,-3.48,2.11,-2.21,-5.04,-1.7,-1.7,-0.36,7.32,18
3643,4.29,1.63,-1.71,-14.95,-0.92,4.29,6.89,-7.76,-0.25,-0.47,4.36,-3.58,-0.24,18.9,4.41,0.84,-12.37,6.89,-1.34,-12.37,1.55,-1.48,-3.58,0.81,-4.33,-1.26,4.41,-4.33,-14.95,-4.61,-15.45,-15.45,1.63,0.13,-1.34,14.66,-3.58,-0.88,4.41,-1.7,-0.95,-0.52,-4.61,-2.05,3.42,-1.26,-0.95,-0.95,-2.33,-0.22,4.36,-1.26,6.89,-1.23,2.02,-3.58,0.44,4.36,18.9,0.5,3.42,0.57,0.84,-1.18,-0.34,1.15,-0.47,3.42,-0.88,-0.34,-1.26,18.9,-1.34,-0.34,1.63,-0.82,-1.18,-0.07,-4.61,-2.69,-0.92,4.29,14.66,-0.88,18.9,-0.88,-0.34,0.02,0.68,3.42,0.4,0.84,-0.82,-4.61,1.58,-1.23,-0.47,-0.47,1.63,-14.95,19
3644,0.36,7.02,0.92,2.01,-3.62,0.36,-7.1,2.05,-0.96,-2.1,-5.19,-2.27,-1.56,9.66,3.57,-5.06,7.7,-7.1,4.04,7.7,14.91,-1.16,-2.27,1.07,-2.22,-1,3.57,-2.22,2.01,-1.94,-11.58,-11.58,7.02,0.58,1.05,-10.02,-2.27,-0.81,3.57,1.95,3.97,-0.33,-1.94,-0.99,3.29,-1,3.97,3.97,3.96,-1.48,-5.19,-1,-7.1,-3.58,-0.22,-2.27,-1.71,-5.19,9.66,0.06,3.29,0.94,-5.06,1.59,6.95,0.55,-2.1,3.29,-0.81,6.95,-1,9.66,4.04,6.95,7.02,-1.84,1.59,0.9,-1.94,-3.09,-3.62,0.36,-10.02,-0.81,9.66,-0.81,6.95,0.71,0.87,3.29,-0.49,-5.06,-1.84,-1.94,0.9,-3.58,-2.1,-2.1,7.02,2.01,12
3645,1.55,1.45,0.77,-5.14,-2.27,1.55,-4.75,0.8,1,-4.17,1.97,9.25,-1.27,-8.44,0.47,-4.03,5.99,-4.75,0.9,5.99,4.26,-0.43,9.25,0.17,-1.54,-5.03,0.47,-1.54,-5.14,3.68,6.79,6.79,1.45,-1.55,0.12,-9.9,9.25,-1.2,0.47,-1.41,2.7,-0.59,3.68,0.98,0.81,-5.03,2.7,2.7,-2.61,1.25,1.97,-5.03,-4.75,-4.7,-1.16,9.25,0.27,1.97,-8.44,0.38,0.81,-0.3,-4.03,-4.05,-21.53,-2.41,-4.17,0.81,-1.2,-21.53,-5.03,-8.44,0.9,-21.53,1.45,2.4,-4.05,-0.2,3.68,0.41,-2.27,1.55,-9.9,-1.2,-8.44,-1.2,-21.53,0.67,-0.72,0.81,-0.26,-4.03,2.4,3.68,1.18,-4.7,-4.17,-4.17,1.45,-5.14,15
3646,14.09,-1.23,0.9,-6.67,0.07,14.09,-2.76,-5.03,-2.22,-1.24,-2.86,-1.28,-0.78,8.03,-3.96,0.61,-6.87,-2.76,1.03,-6.87,13.04,-1.15,-1.28,-1.07,-0.35,-1.09,-3.96,-0.35,-6.67,0.23,4.42,4.42,-1.23,-0.21,0.75,0.45,-1.28,0.24,-3.96,0.75,-1.33,-0.75,0.23,0.29,7.19,-1.09,-1.33,-1.33,-2.51,0.79,-2.86,-1.09,-2.76,-8.4,0.61,-1.28,-1.53,-2.86,8.03,-1.02,7.19,-0.77,0.61,-1.31,-6.25,8.02,-1.24,7.19,0.24,-6.25,-1.09,8.03,1.03,-6.25,-1.23,-3.39,-1.31,-0.21,0.23,2.67,0.07,14.09,0.45,0.24,8.03,0.24,-6.25,1.8,0.67,7.19,-0.85,0.61,-3.39,0.23,0.49,-8.4,-1.24,-1.24,-1.23,-6.67,1
3647,7.23,-1.18,-4.72,0.59,0.85,7.23,7.28,0.31,0.5,-1.34,-6.22,-0.85,0.6,3.8,0.68,-0.05,1.76,7.28,-4.11,1.76,-12.06,0.18,-0.85,0.47,-2.87,0.43,0.68,-2.87,0.59,-2.55,-2.14,-2.14,-1.18,-0.19,1.01,5.49,-0.85,-2.32,0.68,-0.02,2.1,1.75,-2.55,0.99,-0.55,0.43,2.1,2.1,-2.54,-0.97,-6.22,0.43,7.28,-15.03,0.63,-0.85,1.2,-6.22,3.8,0.44,-0.55,-1.3,-0.05,-3.29,7.95,-3.82,-1.34,-0.55,-2.32,7.95,0.43,3.8,-4.11,7.95,-1.18,-3.23,-3.29,-0.32,-2.55,-0.28,0.85,7.23,5.49,-2.32,3.8,-2.32,7.95,0.45,0.37,-0.55,1.03,-0.05,-3.23,-2.55,0.27,-15.03,-1.34,-1.34,-1.18,0.59,19
3648,-10.69,4.59,3.78,2.16,2.57,-10.69,-8.64,2.63,-1.96,-0.68,3.64,-1.94,-0.82,8.03,2.47,-0.21,-6.28,-8.64,0.55,-6.28,-4.56,0.04,-1.94,-0.63,-4.43,-2.7,2.47,-4.43,2.16,-2.07,-5.84,-5.84,4.59,-0.21,0.44,6.56,-1.94,4.44,2.47,-0.25,0.67,-0.11,-2.07,-0.09,0.93,-2.7,0.67,0.67,0.96,-1.67,3.64,-2.7,-8.64,18.74,-0.33,-1.94,0.2,3.64,8.03,0.16,0.93,0.46,-0.21,2.22,-5.4,4.48,-0.68,0.93,4.44,-5.4,-2.7,8.03,0.55,-5.4,4.59,4.29,2.22,-0.03,-2.07,0.36,2.57,-10.69,6.56,4.44,8.03,4.44,-5.4,0.25,0.43,0.93,-0.51,-0.21,4.29,-2.07,0.2,18.74,-0.68,-0.68,4.59,2.16,15
3649,-2.31,0.23,9.2,-0.56,-5.91,-2.31,-12.55,1.84,-0.01,0.84,-2.57,2.95,-0.85,1.52,-0.02,-4.17,7.89,-12.55,7.18,7.89,18.41,0.27,2.95,0.52,-0.87,1.33,-0.02,-0.87,-0.56,-0.63,-9.16,-9.16,0.23,0.62,-0.57,-4.75,2.95,-4.18,-0.02,-0.9,0.23,-0.05,-0.63,-0.3,1.27,1.33,0.23,0.23,-0.78,0.15,-2.57,1.33,-12.55,5.53,2.24,2.95,0.42,-2.57,1.52,-1.28,1.27,-0.41,-4.17,2.29,4.51,-1.1,0.84,1.27,-4.18,4.51,1.33,1.52,7.18,4.51,0.23,1.99,2.29,-0.32,-0.63,1.46,-5.91,-2.31,-4.75,-4.18,1.52,-4.18,4.51,0.73,0.99,1.27,-0.84,-4.17,1.99,-0.63,1.36,5.53,0.84,0.84,0.23,-0.56,19
3650,4.79,-0.87,0.22,-4.53,1.42,4.79,-1.77,2.65,1.85,-1.04,-5.05,-6.21,-1.24,19.72,3.83,0.24,-3.22,-1.77,-0.34,-3.22,-1.55,0.11,-6.21,1.89,-1.4,-4.32,3.83,-1.4,-4.53,-1.99,-14.17,-14.17,-0.87,-0.49,-0.03,7.2,-6.21,-2.98,3.83,-1.11,-0.33,-1.8,-1.99,-0.27,2.35,-4.32,-0.33,-0.33,1.07,-2.22,-5.05,-4.32,-1.77,-8.06,0.82,-6.21,0.91,-5.05,19.72,0.29,2.35,-1.34,0.24,-1.1,8.6,-4.05,-1.04,2.35,-2.98,8.6,-4.32,19.72,-0.34,8.6,-0.87,2.37,-1.1,-1,-1.99,-1.09,1.42,4.79,7.2,-2.98,19.72,-2.98,8.6,-0.81,-0.51,2.35,-0.22,0.24,2.37,-1.99,1.57,-8.06,-1.04,-1.04,-0.87,-4.53,19
3651,-0.64,3.91,1.58,4.21,-0.78,-0.64,3.78,-3.02,1.62,-0.01,4.39,3.39,2.17,1.24,0.1,-4.27,6.05,3.78,1.08,6.05,6.52,-0.03,3.39,-0.35,1.2,-1.87,0.1,1.2,4.21,-1.4,-0.04,-0.04,3.91,0.96,0.49,-10.75,3.39,-0.01,0.1,-1.51,3.55,0.34,-1.4,1.57,-1.41,-1.87,3.55,3.55,2.55,-0.48,4.39,-1.87,3.78,1.22,-1.57,3.39,-0.07,4.39,1.24,-0.02,-1.41,1.31,-4.27,-1.78,-11.02,1.47,-0.01,-1.41,-0.01,-11.02,-1.87,1.24,1.08,-11.02,3.91,-1.96,-1.78,-0.16,-1.4,0.13,-0.78,-0.64,-10.75,-0.01,1.24,-0.01,-11.02,1.93,0.82,-1.41,-0.05,-4.27,-1.96,-1.4,0.11,1.22,-0.01,-0.01,3.91,4.21,16
3652,-6.83,1.48,-6.18,-9.66,1.65,-6.83,7.16,0.19,1.42,-3.46,-0.53,2.22,0.5,-1.14,4.94,-0.7,3.47,7.16,0.2,3.47,7.7,0.67,2.22,0.08,4.83,4.12,4.94,4.83,-9.66,-1.3,5.21,5.21,1.48,-0.73,-1.42,-3.33,2.22,-4.05,4.94,0.02,-0.31,0.35,-1.3,-0.37,0.83,4.12,-0.31,-0.31,-1.48,-0.51,-0.53,4.12,7.16,-10.28,-0.7,2.22,1.78,-0.53,-1.14,1.46,0.83,-0.34,-0.7,2.5,16.01,-0.31,-3.46,0.83,-4.05,16.01,4.12,-1.14,0.2,16.01,1.48,-0.73,2.5,0.01,-1.3,-0.11,1.65,-6.83,-3.33,-4.05,-1.14,-4.05,16.01,-0.65,0.61,0.83,0.08,-0.7,-0.73,-1.3,-0.16,-10.28,-3.46,-3.46,1.48,-9.66,4
3653,0.54,0.35,-0.95,2.55,-2.4,0.54,5.05,-4.28,-1.35,1.67,-7.57,5.46,0.55,0.34,3.95,1.39,7.88,5.05,-0.25,7.88,11.9,-1.11,5.46,-0.32,3.13,2.59,3.95,3.13,2.55,-2.27,-2.08,-2.08,0.35,-0.13,0.16,-6.98,5.46,-2.09,3.95,-0.56,-0.75,-2.73,-2.27,-0.92,-0.41,2.59,-0.75,-0.75,2.67,0.48,-7.57,2.59,5.05,-11.81,1.83,5.46,-1.33,-7.57,0.34,-0.46,-0.41,-0.13,1.39,-0.4,6.49,-4.39,1.67,-0.41,-2.09,6.49,2.59,0.34,-0.25,6.49,0.35,-5.49,-0.4,-0.28,-2.27,-0.48,-2.4,0.54,-6.98,-2.09,0.34,-2.09,6.49,1.11,0.11,-0.41,0.8,1.39,-5.49,-2.27,-0.91,-11.81,1.67,1.67,0.35,2.55,0
3654,0.2,-3.59,1.58,-0.31,-4.1,0.2,-14.91,3.13,-2.04,-3.16,-3.45,4.26,-1.97,7.75,2.45,-0.69,9.01,-14.91,5.83,9.01,7.2,1.34,4.26,0.04,4.27,1.42,2.45,4.27,-0.31,-3.28,1.99,1.99,-3.59,1,0.27,-9.06,4.26,-7.02,2.45,1.36,1.78,1.23,-3.28,0.89,-3.68,1.42,1.78,1.78,-2.2,-1.26,-3.45,1.42,-14.91,-4.87,0.51,4.26,-0.75,-3.45,7.75,-1.95,-3.68,-0.3,-0.69,-5.39,13.74,0.47,-3.16,-3.68,-7.02,13.74,1.42,7.75,5.83,13.74,-3.59,4.25,-5.39,0.23,-3.28,2.11,-4.1,0.2,-9.06,-7.02,7.75,-7.02,13.74,-1.08,0.23,-3.68,0.04,-0.69,4.25,-3.28,-0.22,-4.87,-3.16,-3.16,-3.59,-0.31,5
3655,4.16,0.52,4.76,-4.6,2.11,4.16,4.16,-2.58,0.69,1.51,-0.95,-4.5,0.24,-0.05,-0.9,0.18,0.96,4.16,-2.88,0.96,-8.47,-1.71,-4.5,1.18,0.06,-0.42,-0.9,0.06,-4.6,1.82,3.28,3.28,0.52,0.66,-0.35,6.7,-4.5,-1.1,-0.9,1.11,1.55,-0.96,1.82,1.23,-2.64,-0.42,1.55,1.55,-4.29,0.37,-0.95,-0.42,4.16,1.61,-0.97,-4.5,-0.01,-0.95,-0.05,0.14,-2.64,0.76,0.18,0.81,-2.21,1.19,1.51,-2.64,-1.1,-2.21,-0.42,-0.05,-2.88,-2.21,0.52,-0.79,0.81,1.16,1.82,-0.36,2.11,4.16,6.7,-1.1,-0.05,-1.1,-2.21,-0.89,-0.08,-2.64,-1,0.18,-0.79,1.82,0.55,1.61,1.51,1.51,0.52,-4.6,1
3656,0.29,-1.81,-2.2,-5.34,-1.81,0.29,12.34,-1.11,-0.38,0.06,2.67,2.74,-1.47,-0.78,4.35,-2.81,-6.16,12.34,-1.68,-6.16,7.3,-0.9,2.74,0.07,2.6,-3.79,4.35,2.6,-5.34,-2.24,-2.69,-2.69,-1.81,-1.28,-0.05,-0.52,2.74,-2.22,4.35,-0.22,-1.05,0.54,-2.24,-0.39,2.24,-3.79,-1.05,-1.05,-3.72,1.02,2.67,-3.79,12.34,-0.59,-0.3,2.74,-0.89,2.67,-0.78,-0.61,2.24,-0.31,-2.81,2.78,5.04,-0.72,0.06,2.24,-2.22,5.04,-3.79,-0.78,-1.68,5.04,-1.81,-1.58,2.78,0.91,-2.24,-0.44,-1.81,0.29,-0.52,-2.22,-0.78,-2.22,5.04,0.9,1.01,2.24,0.16,-2.81,-1.58,-2.24,0.25,-0.59,0.06,0.06,-1.81,-5.34,5
3657,10.91,-11.89,-2.16,6.06,-2.75,10.91,-19.94,-7.05,-0.21,-2.34,-6.03,-0.41,-1.75,25.54,2.14,4.8,-12.06,-19.94,-3.96,-12.06,5.28,-0.28,-0.41,-1.03,-1.22,-0.7,2.14,-1.22,6.06,1.29,-5.46,-5.46,-11.89,0.57,-0.73,6.29,-0.41,0.16,2.14,1.51,0.11,0.89,1.29,-0.56,3.54,-0.7,0.11,0.11,6.83,-1.18,-6.03,-0.7,-19.94,-6.47,-0.19,-0.41,-2.05,-6.03,25.54,-1.24,3.54,-0.19,4.8,1.93,5.17,4.56,-2.34,3.54,0.16,5.17,-0.7,25.54,-3.96,5.17,-11.89,1.02,1.93,0.87,1.29,-0.54,-2.75,10.91,6.29,0.16,25.54,0.16,5.17,-1.08,-1.05,3.54,0.92,4.8,1.02,1.29,-1.25,-6.47,-2.34,-2.34,-11.89,6.06,13
3658,-1,-0.32,0.58,5.73,2.61,-1,7.17,2.43,0.78,3.6,-5.42,-0.65,0.47,0.9,-1.29,-1.09,-2.94,7.17,0.11,-2.94,-3.57,0.66,-0.65,-0.17,-0.61,-1.73,-1.29,-0.61,5.73,1.34,4.08,4.08,-0.32,-1.22,0.18,-9.79,-0.65,-3.85,-1.29,0.34,0.55,0.15,1.34,1.5,-1.7,-1.73,0.55,0.55,-0.37,1.14,-5.42,-1.73,7.17,-10.38,0.38,-0.65,-1.55,-5.42,0.9,0.94,-1.7,-0.98,-1.09,0.38,9.34,1.31,3.6,-1.7,-3.85,9.34,-1.73,0.9,0.11,9.34,-0.32,-3.53,0.38,-0.11,1.34,1.3,2.61,-1,-9.79,-3.85,0.9,-3.85,9.34,1.57,-0.29,-1.7,-0.83,-1.09,-3.53,1.34,0.59,-10.38,3.6,3.6,-0.32,5.73,2
3659,2.54,-1.73,2.89,-13.69,2.65,2.54,-10.34,-0.23,-1.2,-4.22,-0.27,3.71,-0.04,7.38,-1.18,2.69,-9.24,-10.34,-2.06,-9.24,5.39,-1.05,3.71,-1.28,-0.45,1.89,-1.18,-0.45,-13.69,3.02,-1.88,-1.88,-1.73,0.55,-1.46,-0.43,3.71,-6.11,-1.18,0.63,-0.57,-1.39,3.02,-0.36,3.88,1.89,-0.57,-0.57,-0.14,0.96,-0.27,1.89,-10.34,-7.73,0.32,3.71,0.53,-0.27,7.38,-0.3,3.88,-0.12,2.69,-3.75,-11.62,1.42,-4.22,3.88,-6.11,-11.62,1.89,7.38,-2.06,-11.62,-1.73,2.16,-3.75,0.88,3.02,0.6,2.65,2.54,-0.43,-6.11,7.38,-6.11,-11.62,0.09,0.15,3.88,-0.23,2.69,2.16,3.02,-0.35,-7.73,-4.22,-4.22,-1.73,-13.69,4
3660,-4.76,0.56,2.91,-12.65,0.27,-4.76,-5.69,-0.66,-0.13,1.3,2.67,1.99,0.11,4.26,3.26,1.41,-12.51,-5.69,-3.34,-12.51,-4.56,0.98,1.99,-0.48,-2.94,2.83,3.26,-2.94,-12.65,3.17,-9.36,-9.36,0.56,0.6,-1.43,0.59,1.99,-2.53,3.26,0.82,-0.36,1.86,3.17,0.08,1.39,2.83,-0.36,-0.36,0.99,-0.49,2.67,2.83,-5.69,2.69,-0.38,1.99,-0.31,2.67,4.26,0.18,1.39,1.53,1.41,-2.72,-8.8,-1.16,1.3,1.39,-2.53,-8.8,2.83,4.26,-3.34,-8.8,0.56,0.75,-2.72,0.16,3.17,0.07,0.27,-4.76,0.59,-2.53,4.26,-2.53,-8.8,2.27,0.51,1.39,-0.74,1.41,0.75,3.17,-0.67,2.69,1.3,1.3,0.56,-12.65,1
3661,12.49,2.98,-0.27,-7.25,-2.96,12.49,-2.13,1.83,2.81,-4.24,-2.19,-2.38,1,-2.35,-1.43,-1.66,4.47,-2.13,2.42,4.47,14.62,0.34,-2.38,-0.37,2.09,0.01,-1.43,2.09,-7.25,2.71,-3.83,-3.83,2.98,-1.77,0.68,-16.76,-2.38,-3.26,-1.43,-0.77,-3.51,2.26,2.71,-1.86,-0.52,0.01,-3.51,-3.51,4.53,-0.07,-2.19,0.01,-2.13,-13.17,-0.31,-2.38,-0.48,-2.19,-2.35,0.49,-0.52,-0.92,-1.66,-4.59,-0.68,-2.29,-4.24,-0.52,-3.26,-0.68,0.01,-2.35,2.42,-0.68,2.98,-0.07,-4.59,-1.79,2.71,1.55,-2.96,12.49,-16.76,-3.26,-2.35,-3.26,-0.68,-0.22,0.28,-0.52,-0.11,-1.66,-0.07,2.71,-1.18,-13.17,-4.24,-4.24,2.98,-7.25,13
3662,0.16,-4.42,1.18,12.43,0.21,0.16,-0.42,-0.91,0.63,3.94,-0.69,-1.37,-0.47,10.45,-1.48,1.51,3.33,-0.42,1.62,3.33,0.82,1.4,-1.37,0.94,5.35,-2.43,-1.48,5.35,12.43,-1,1.31,1.31,-4.42,0.65,0.8,-7.29,-1.37,-1.95,-1.48,-1.13,0.74,-0.85,-1,0.71,-3.48,-2.43,0.74,0.74,4.8,-0.09,-0.69,-2.43,-0.42,0.01,0.3,-1.37,0.77,-0.69,10.45,0.62,-3.48,1.16,1.51,-0.91,3.53,-0.28,3.94,-3.48,-1.95,3.53,-2.43,10.45,1.62,3.53,-4.42,2.01,-0.91,1.71,-1,0.73,0.21,0.16,-7.29,-1.95,10.45,-1.95,3.53,-1.8,0.38,-3.48,1.75,1.51,2.01,-1,-0.48,0.01,3.94,3.94,-4.42,12.43,6
3663,-0.42,1.1,1.34,-3.74,-2.32,-0.42,6.87,2.42,0.95,4.26,2.7,3.87,-1.15,-9.82,-1.28,-5.05,-8.73,6.87,-3.03,-8.73,-8,1.56,3.87,-1.06,-1.27,1.82,-1.28,-1.27,-3.74,2.22,6.45,6.45,1.1,-0.08,1.63,-20,3.87,-1.72,-1.28,-0.64,-2.52,-0.97,2.22,-0.35,-1.85,1.82,-2.52,-2.52,-2.14,0.5,2.7,1.82,6.87,4.9,-1.15,3.87,1.52,2.7,-9.82,-0.07,-1.85,-0.39,-5.05,-5.18,-4.08,3.21,4.26,-1.85,-1.72,-4.08,1.82,-9.82,-3.03,-4.08,1.1,0.31,-5.18,1.25,2.22,-1.71,-2.32,-0.42,-20,-1.72,-9.82,-1.72,-4.08,-1.33,0.28,-1.85,0.61,-5.05,0.31,2.22,-0.34,4.9,4.26,4.26,1.1,-3.74,8
3664,-10.13,-1.53,0.76,4.27,3.02,-10.13,3.08,0.29,0.17,4.44,2.01,1.87,0.86,11.51,0.74,1.73,-2.46,3.08,-1.79,-2.46,-12.32,1.13,1.87,-0.75,-0.59,1.17,0.74,-0.59,4.27,-4.52,-4.03,-4.03,-1.53,0.61,-0.09,6.08,1.87,0.58,0.74,0.62,-2.01,0.33,-4.52,-0.62,-0.79,1.17,-2.01,-2.01,1.8,-0.03,2.01,1.17,3.08,9.39,0.14,1.87,1.14,2.01,11.51,-1.88,-0.79,0.51,1.73,-2.72,-2.15,-2.9,4.44,-0.79,0.58,-2.15,1.17,11.51,-1.79,-2.15,-1.53,5.49,-2.72,0.82,-4.52,-0.68,3.02,-10.13,6.08,0.58,11.51,0.58,-2.15,-0.71,1.87,-0.79,0.06,1.73,5.49,-4.52,0.12,9.39,4.44,4.44,-1.53,4.27,0
3665,4.59,-2.61,0.67,2.83,-4.95,4.59,-0.6,-0.13,0.84,-0.35,2.78,2.35,-0.48,-15.8,1.57,-0.78,-4.96,-0.6,1.97,-4.96,11.68,0.66,2.35,-0.64,2.65,-0.37,1.57,2.65,2.83,3.78,0.03,0.03,-2.61,-1.07,-0.02,-16.58,2.35,0.28,1.57,0.39,-5.11,-0.38,3.78,-2.02,-6.25,-0.37,-5.11,-5.11,4.09,0.82,2.78,-0.37,-0.6,-1.65,1.32,2.35,-0.27,2.78,-15.8,-1.84,-6.25,-0.33,-0.78,0.36,6.73,0.95,-0.35,-6.25,0.28,6.73,-0.37,-15.8,1.97,6.73,-2.61,-4.86,0.36,0.92,3.78,-0.29,-4.95,4.59,-16.58,0.28,-15.8,0.28,6.73,1.76,-0.4,-6.25,0.73,-0.78,-4.86,3.78,0.5,-1.65,-0.35,-0.35,-2.61,2.83,1
3666,-8.02,-1.19,-1.65,9.65,-0.32,-8.02,-2.04,0.67,1.04,1.45,-0.78,0.39,-0.54,0.76,1.46,2.6,0.43,-2.04,6.39,0.43,0.6,0.05,0.39,0.35,-1,-2.2,1.46,-1,9.65,-2.09,-0.01,-0.01,-1.19,1.37,1.09,3.26,0.39,-1.1,1.46,-0.96,2.85,-0.85,-2.09,0.81,-3.85,-2.2,2.85,2.85,-1.44,1.16,-0.78,-2.2,-2.04,-2.97,1.36,0.39,1.76,-0.78,0.76,-0.36,-3.85,0.82,2.6,2.77,14.93,1.29,1.45,-3.85,-1.1,14.93,-2.2,0.76,6.39,14.93,-1.19,-3.1,2.77,0.93,-2.09,-0.56,-0.32,-8.02,3.26,-1.1,0.76,-1.1,14.93,0.17,-0.71,-3.85,-1.53,2.6,-3.1,-2.09,0.94,-2.97,1.45,1.45,-1.19,9.65,8
3667,-2.16,0.81,-0.74,1.36,0.17,-2.16,-1.9,-0.92,-0.59,2.22,0.52,-0.32,0.1,4.05,0.44,1.01,-8.61,-1.9,0.79,-8.61,-0.81,1.5,-0.32,-0.08,-2.23,-0.82,0.44,-2.23,1.36,2.28,0.27,0.27,0.81,-0.96,-1.26,-9.64,-0.32,0.67,0.44,1.42,-1.9,0.4,2.28,-0.7,-1.33,-0.82,-1.9,-1.9,3.97,1.26,0.52,-0.82,-1.9,-1.41,0.1,-0.32,0.99,0.52,4.05,-0.89,-1.33,-0.89,1.01,-1.54,-0.66,3.22,2.22,-1.33,0.67,-0.66,-0.82,4.05,0.79,-0.66,0.81,-0.43,-1.54,-0.86,2.28,1.59,0.17,-2.16,-9.64,0.67,4.05,0.67,-0.66,-0.59,0.3,-1.33,-1.36,1.01,-0.43,2.28,0.21,-1.41,2.22,2.22,0.81,1.36,4
